Año,Evaluación,Nivel,Grado,UGEL,Gestión,Area,Característica,Ubigeo,Región,Provincia,Distrito,Centro Poblado,Código Modular,Anexo,Nombre de la IE,Sección,Area Academica,Estudiantes programados,Puntaje Promedio,Secciones evaluadas,Cantidad Previo al inicio,Cantidad En inicio,Cantidad En proceso,Cantidad Satisfactorio
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30608,APURÍMAC,CHINCHEROS,RANRACANCHA,RANRACANCHA,283507,0,54198,B,Matemática,28,445,1,4,1,7,2
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30608,APURÍMAC,CHINCHEROS,RANRACANCHA,RANRACANCHA,283507,0,54198,A,Matemática,28,497,1,,2,7,5
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30608,APURÍMAC,CHINCHEROS,RANRACANCHA,RANRACANCHA,283507,0,54198,A,Lectura,28,512,1,,2,6,6
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30608,APURÍMAC,CHINCHEROS,RANRACANCHA,RANRACANCHA,283507,0,54198,B,Lectura,28,493,1,,5,2,7
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30606,APURÍMAC,CHINCHEROS,ONGOY,ONGOY,283523,0,54200,A,Lectura,17,403,1,2,12,2,1
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30606,APURÍMAC,CHINCHEROS,ONGOY,ONGOY,283523,0,54200,A,Matemática,17,366,1,8,6,3,
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30604,APURÍMAC,CHINCHEROS,HUACCANA,HUACCANA,283531,0,54201,B,Matemática,31,449,1,2,3,8,3
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30604,APURÍMAC,CHINCHEROS,HUACCANA,HUACCANA,283531,0,54201,A,Matemática,31,485,1,1,2,8,4
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30604,APURÍMAC,CHINCHEROS,HUACCANA,HUACCANA,283531,0,54201,A,Lectura,31,479,1,1,4,5,5
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30604,APURÍMAC,CHINCHEROS,HUACCANA,HUACCANA,283531,0,54201,B,Lectura,31,474,1,,6,5,5
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30604,APURÍMAC,CHINCHEROS,HUACCANA,TOCSOPAMPA,283564,0,54204,A,Lectura,7,400,1,1,5,1,
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30604,APURÍMAC,CHINCHEROS,HUACCANA,TOCSOPAMPA,283564,0,54204,A,Matemática,7,368,1,3,2,2,
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30606,APURÍMAC,CHINCHEROS,ONGOY,CALLAPAYOCC,283580,0,54206,A,Matemática,8,419,1,2,1,4,1
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30606,APURÍMAC,CHINCHEROS,ONGOY,CALLAPAYOCC,283580,0,54206,A,Lectura,8,447,1,,4,4,
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,SANTA MARIA DE CHICMO,283622,0,54210,A,Matemática,32,392,1,6,7,3,1
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,SANTA MARIA DE CHICMO,283622,0,54210,B,Lectura,32,461,1,,9,3,3
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,SANTA MARIA DE CHICMO,283622,0,54210,B,Matemática,32,390,1,5,4,6,
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,SANTA MARIA DE CHICMO,283622,0,54210,A,Lectura,32,414,1,,13,4,
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30216,APURÍMAC,ANDAHUAYLAS,TALAVERA,LLANTUYHUANCA,283705,0,54218,A,Matemática,14,459,1,1,3,8,1
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30216,APURÍMAC,ANDAHUAYLAS,TALAVERA,LLANTUYHUANCA,283705,0,54218,A,Lectura,14,479,1,1,2,7,3
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30602,APURÍMAC,CHINCHEROS,ANCO HUALLO,VISTA ALEGRE,283747,0,54222,A,Lectura,10,386,1,3,5,,1
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30602,APURÍMAC,CHINCHEROS,ANCO HUALLO,VISTA ALEGRE,283747,0,54222,A,Matemática,10,348,1,6,2,1,
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30602,APURÍMAC,CHINCHEROS,ANCO HUALLO,TOTORABAMBA,283770,0,54225,A,Lectura,13,493,1,,3,6,4
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30602,APURÍMAC,CHINCHEROS,ANCO HUALLO,TOTORABAMBA,283770,0,54225,A,Matemática,13,534,1,,2,5,6
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,URBANA,UNIDOCENTE / MULTIGRADO,30602,APURÍMAC,CHINCHEROS,ANCO HUALLO,MIRAFLORES,283788,0,54226,A,Matemática,11,428,1,1,4,5,1
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,URBANA,UNIDOCENTE / MULTIGRADO,30602,APURÍMAC,CHINCHEROS,ANCO HUALLO,MIRAFLORES,283788,0,54226,A,Lectura,11,423,1,,9,1,1
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30607,APURÍMAC,CHINCHEROS,URANMARCA,TANCAYLLO,283796,0,54227,A,Matemática,7,373,1,3,2,1,1
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30607,APURÍMAC,CHINCHEROS,URANMARCA,TANCAYLLO,283796,0,54227,A,Lectura,7,432,1,1,4,,2
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,URBANA,UNIDOCENTE / MULTIGRADO,30601,APURÍMAC,CHINCHEROS,CHINCHEROS,LLIMPE,283911,0,54239,A,Lectura,6,405,1,2,2,1,1
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,URBANA,UNIDOCENTE / MULTIGRADO,30601,APURÍMAC,CHINCHEROS,CHINCHEROS,LLIMPE,283911,0,54239,A,Matemática,6,349,1,3,1,2,
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30301,APURÍMAC,ANTABAMBA,ANTABAMBA,ANTABAMBA,284042,0,54253,A,Lectura,21,462,1,1,8,9,3
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30301,APURÍMAC,ANTABAMBA,ANTABAMBA,ANTABAMBA,284042,0,54253,A,Matemática,21,453,1,3,4,9,5
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30304,APURÍMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,MOLLEBAMBA,284125,0,54261,A,Lectura,15,493,1,,5,2,7
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30304,APURÍMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,MOLLEBAMBA,284125,0,54261,A,Matemática,15,516,1,1,1,4,8
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30304,APURÍMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,CALCAUSO,284133,0,54262,A,Matemática,7,393,1,3,2,1,1
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30304,APURÍMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,CALCAUSO,284133,0,54262,A,Lectura,7,436,1,1,4,,2
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30307,APURÍMAC,ANTABAMBA,SABAINO,SABAINO,284190,0,54268,A,Lectura,10,508,1,,2,2,6
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30307,APURÍMAC,ANTABAMBA,SABAINO,SABAINO,284190,0,54268,A,Matemática,10,540,1,1,,2,7
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30307,APURÍMAC,ANTABAMBA,SABAINO,ANTILLA,284208,0,54269,A,Matemática,6,318,1,5,,,
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30307,APURÍMAC,ANTABAMBA,SABAINO,ANTILLA,284208,0,54269,A,Lectura,6,409,1,,4,1,
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30305,APURÍMAC,ANTABAMBA,OROPESA,TOTORA,284224,0,54271,A,Lectura,17,427,1,4,5,7,1
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30305,APURÍMAC,ANTABAMBA,OROPESA,TOTORA,284224,0,54271,A,Matemática,17,404,1,6,5,6,
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30403,APURÍMAC,AYMARAES,CARAYBAMBA,CARAYBAMBA,284588,0,54306,A,Matemática,10,474,1,1,1,5,2
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30403,APURÍMAC,AYMARAES,CARAYBAMBA,CARAYBAMBA,284588,0,54306,A,Lectura,10,495,1,,3,3,3
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30405,APURÍMAC,AYMARAES,COLCABAMBA,COLCABAMBA,284604,0,54308,A,Matemática,14,377,1,7,2,4,1
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30405,APURÍMAC,AYMARAES,COLCABAMBA,COLCABAMBA,284604,0,54308,A,Lectura,14,410,1,2,8,4,
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30415,APURÍMAC,AYMARAES,TINTAY,TINTAY,284786,0,54326,B,Matemática,19,501,1,,1,7,2
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30415,APURÍMAC,AYMARAES,TINTAY,TINTAY,284786,0,54326,A,Lectura,19,535,1,,,5,4
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30415,APURÍMAC,AYMARAES,TINTAY,TINTAY,284786,0,54326,A,Matemática,19,559,1,,,3,6
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30415,APURÍMAC,AYMARAES,TINTAY,TINTAY,284786,0,54326,B,Lectura,19,430,1,,6,4,
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30417,APURÍMAC,AYMARAES,YANACA,YANACA,284836,0,54331,A,Lectura,14,477,1,,5,5,4
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30417,APURÍMAC,AYMARAES,YANACA,YANACA,284836,0,54331,A,Matemática,14,520,1,,1,7,6
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30414,APURÍMAC,AYMARAES,TAPAIRIHUA,SOCCO,285346,0,54370,A,Matemática,14,385,1,7,3,3,1
2024,ECE 2024,Primaria,CUARTO,UGEL Aymaraes,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30414,APURÍMAC,AYMARAES,TAPAIRIHUA,SOCCO,285346,0,54370,A,Lectura,14,423,1,,12,1,1
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30710,APURÍMAC,GRAU,SANTA ROSA,SANTA ROSA,200253,0,54411,A,Matemática,6,457,1,1,1,2,2
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30710,APURÍMAC,GRAU,SANTA ROSA,SANTA ROSA,200253,0,54411,A,Lectura,6,478,1,,3,1,2
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30709,APURÍMAC,GRAU,SAN ANTONIO,SAN ANTONIO,200295,0,54415,A,Matemática,5,424,1,1,1,2,1
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30709,APURÍMAC,GRAU,SAN ANTONIO,SAN ANTONIO,200295,0,54415,A,Lectura,5,430,1,1,1,3,
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30712,APURÍMAC,GRAU,VILCABAMBA,VILCABAMBA,200329,0,54418,A,Lectura,26,470,1,1,7,13,5
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30712,APURÍMAC,GRAU,VILCABAMBA,VILCABAMBA,200329,0,54418,A,Matemática,26,444,1,5,7,9,5
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30605,APURÍMAC,CHINCHEROS,OCOBAMBA,ANANSAYOCC,201178,0,54504,A,Lectura,5,448,1,,3,1,1
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30605,APURÍMAC,CHINCHEROS,OCOBAMBA,ANANSAYOCC,201178,0,54504,A,Matemática,5,478,1,1,1,1,2
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30103,APURÍMAC,ABANCAY,CIRCA,TAMBURQUI,201368,0,54523,A,Matemática,5,607,1,,,2,3
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30103,APURÍMAC,ABANCAY,CIRCA,TAMBURQUI,201368,0,54523,A,Lectura,5,552,1,,,1,4
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30604,APURÍMAC,CHINCHEROS,HUACCANA,SAURI,503854,0,54533,A,Matemática,15,374,1,6,6,2,1
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30604,APURÍMAC,CHINCHEROS,HUACCANA,SAURI,503854,0,54533,A,Lectura,15,426,1,,12,2,1
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,MOYABAMBA BAJA,505057,0,54535,A,Lectura,15,431,1,2,9,3,1
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,MOYABAMBA BAJA,505057,0,54535,A,Matemática,15,395,1,6,4,3,2
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,PACHACHACA,527853,0,54560,A,Matemática,18,444,1,2,3,9,2
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,PACHACHACA,527853,0,54560,A,Lectura,18,461,1,,6,8,2
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30601,APURÍMAC,CHINCHEROS,CHINCHEROS,CALLEBAMBA,612093,0,54613,A,Lectura,11,465,1,1,6,1,3
2024,ECE 2024,Primaria,CUARTO,UGEL Chincheros,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30601,APURÍMAC,CHINCHEROS,CHINCHEROS,CALLEBAMBA,612093,0,54613,A,Matemática,11,428,1,1,6,1,3
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,LOS ANGELES,671289,0,54655,A,Lectura,24,459,1,1,10,10,3
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,LOS ANGELES,671289,0,54655,A,Matemática,24,473,1,2,5,10,7
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30708,APURÍMAC,GRAU,PROGRESO,CCAHUANHUIRE,671339,0,54660,A,Lectura,7,529,1,,1,2,4
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30708,APURÍMAC,GRAU,PROGRESO,CCAHUANHUIRE,671339,0,54660,A,Matemática,7,573,1,,,3,4
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,NUEVA ESPERANZA,708016,0,54674,A,Lectura,46,440,1,2,6,9,1
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,NUEVA ESPERANZA,708016,0,54674,C,Matemática,46,429,1,2,5,4,1
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,NUEVA ESPERANZA,708016,0,54674,A,Matemática,46,416,1,2,10,5,1
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,NUEVA ESPERANZA,708016,0,54674,C,Lectura,46,455,1,,6,5,1
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,NUEVA ESPERANZA,708016,0,54674,B,Lectura,46,489,1,1,1,10,3
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30215,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,NUEVA ESPERANZA,708016,0,54674,B,Matemática,46,489,1,,2,10,3
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,PANPANZA SAHUACA,768960,0,54719,A,Matemática,10,427,1,2,3,3,1
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,PANPANZA SAHUACA,768960,0,54719,A,Lectura,10,440,1,,5,3,1
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30305,APURÍMAC,ANTABAMBA,OROPESA,OROPESA,1434802,0,54903,A,Lectura,18,395,1,6,9,3,
2024,ECE 2024,Primaria,CUARTO,UGEL Grau,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30305,APURÍMAC,ANTABAMBA,OROPESA,OROPESA,1434802,0,54903,A,Matemática,18,348,1,10,3,5,
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,1436856,0,54905,A,Matemática,17,503,1,1,,9,4
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,1436856,0,54905,A,Lectura,17,509,1,,1,8,5
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,1623685,0,54930,A,Lectura,45,431,1,1,13,6,2
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,1623685,0,54930,A,Matemática,45,397,1,8,6,5,3
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,1623685,0,54930,B,Lectura,45,466,1,1,7,9,5
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,1623685,0,54930,B,Matemática,45,429,1,4,8,5,5
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,B,Lectura,155,507,1,1,4,13,10
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,C,Matemática,155,509,1,1,1,13,10
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,A,Lectura,155,518,1,,3,14,10
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,B,Matemática,155,510,1,,5,13,10
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,C,Lectura,155,516,1,,3,10,12
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,D,Lectura,155,542,1,,1,11,14
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,F,Lectura,155,532,1,,2,8,15
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,F,Matemática,155,542,1,,,10,15
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,D,Matemática,155,568,1,,1,9,16
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,A,Matemática,155,561,1,1,,7,19
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,E,Lectura,155,580,1,,,3,20
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201418,0,55005,E,Matemática,155,615,1,,,2,21
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201426,0,55006,C,Matemática,121,435,1,3,8,12,2
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201426,0,55006,C,Lectura,121,461,1,,12,10,3
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201426,0,55006,B,Matemática,121,457,1,2,7,9,5
